Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Certainty.Level,Modification,Motivation,Last.Manual.Present.Natural.Modification,Number.Cells.Current.Range,Number.Cells.Present.Natural.Range,Change.In.Cells
Cuscomys_ashaninka,Rodentia,Abrocomidae,Cuscomys,ashaninka,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Cuscomys_oblativa,Rodentia,Abrocomidae,Cuscomys,oblativa,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Cuvieronius_hyodon,Proboscidea,Gomphotheriidae,Cuvieronius,hyodon,8) Unique species-specific modifications in special cases,Range in Mexico estimated based on co-occurrence. Range in South America instead taken as fossil range from Journal of Mammalian Evolution 20: 23-32 since the fossil range is well-defined but no multispecies fossil site from its Andean range could be found.,Unique species-specific modifications in special cases.,Version 1.0,0,316,316
Cyclopes_didactylus,Pilosa,Cyclopedidae,Cyclopes,didactylus,0) Present Natural range identical to IUCN range,None,NA,NA,994,994,0
Cynictis_penicillata,Carnivora,Herpestidae,Cynictis,penicillata,0) Present Natural range identical to IUCN range,None,NA,NA,294,294,0
Cynocephalus_volans,Dermoptera,Cynocephalidae,Cynocephalus,volans,0) Present Natural range identical to IUCN range,None,NA,NA,37,37,0
Cynogale_bennettii,Carnivora,Viverridae,Cynogale,bennettii,0) Present Natural range identical to IUCN range,None,NA,NA,221,221,0
Cynomops_abrasus,Chiroptera,Molossidae,Cynomops,abrasus,0) Present Natural range identical to IUCN range,None,NA,NA,1169,1169,0
Cynomops_greenhalli,Chiroptera,Molossidae,Cynomops,greenhalli,0) Present Natural range identical to IUCN range,None,NA,NA,565,565,0
Cynomops_mexicanus,Chiroptera,Molossidae,Cynomops,mexicanus,0) Present Natural range identical to IUCN range,None,NA,NA,68,68,0
Cynomops_milleri,Chiroptera,Molossidae,Cynomops,milleri,0) Present Natural range identical to IUCN range,None,NA,NA,313,313,0
Cynomops_paranus,Chiroptera,Molossidae,Cynomops,paranus,0) Present Natural range identical to IUCN range,None,NA,NA,844,844,0
Cynomops_planirostris,Chiroptera,Molossidae,Cynomops,planirostris,0) Present Natural range identical to IUCN range,None,NA,NA,1352,1352,0
Cynomys_gunnisoni,Rodentia,Sciuridae,Cynomys,gunnisoni,0) Present Natural range identical to IUCN range,None,NA,NA,56,56,0
Cynomys_leucurus,Rodentia,Sciuridae,Cynomys,leucurus,0) Present Natural range identical to IUCN range,None,NA,NA,49,49,0
Cynomys_ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus,0) Present Natural range identical to IUCN range,None,NA,NA,244,244,0
Cynomys_mexicanus,Rodentia,Sciuridae,Cynomys,mexicanus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Cynomys_parvidens,Rodentia,Sciuridae,Cynomys,parvidens,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Cynopterus_brachyotis,Chiroptera,Pteropodidae,Cynopterus,brachyotis,0) Present Natural range identical to IUCN range,None,NA,NA,454,454,0
Cynopterus_horsfieldii,Chiroptera,Pteropodidae,Cynopterus,horsfieldii,0) Present Natural range identical to IUCN range,None,NA,NA,262,262,0
Cynopterus_luzoniensis,Chiroptera,Pteropodidae,Cynopterus,luzoniensis,0) Present Natural range identical to IUCN range,None,NA,NA,144,144,0
Cynopterus_minutus,Chiroptera,Pteropodidae,Cynopterus,minutus,0) Present Natural range identical to IUCN range,None,NA,NA,256,256,0
Cynopterus_nusatenggara,Chiroptera,Pteropodidae,Cynopterus,nusatenggara,0) Present Natural range identical to IUCN range,None,NA,NA,39,39,0
Cynopterus_sphinx,Chiroptera,Pteropodidae,Cynopterus,sphinx,0) Present Natural range identical to IUCN range,None,NA,NA,923,923,0
Cynopterus_titthaecheilus,Chiroptera,Pteropodidae,Cynopterus,titthaecheilus,0) Present Natural range identical to IUCN range,None,NA,NA,115,115,0
Cynotherium_sardous,Carnivora,Canidae,Cynotherium,sardous,4) Expansion of ranges to entire islands,Range set as Sardinia and Corsica.,Expansion of ranges to entire islands.,Version 1.0,0,10,10
Cystophora_cristata,Carnivora,Phocidae,Cystophora,cristata,0) Present Natural range identical to IUCN range,None,NA,NA,1099,1099,0
Cyttarops_alecto,Chiroptera,Emballonuridae,Cyttarops,alecto,0) Present Natural range identical to IUCN range,None,NA,NA,131,131,0
Dacnomys_millardi,Rodentia,Muridae,Dacnomys,millardi,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat. Indian population kept distinct,Disjunct range likely anthropogenic in cause.,Version 1.2,25,44,19
Dactylomys_boliviensis,Rodentia,Echimyidae,Dactylomys,boliviensis,0) Present Natural range identical to IUCN range,None,NA,NA,60,60,0
Dactylomys_dactylinus,Rodentia,Echimyidae,Dactylomys,dactylinus,0) Present Natural range identical to IUCN range,None,NA,NA,420,420,0
Dactylomys_peruanus,Rodentia,Echimyidae,Dactylomys,peruanus,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected as a line.,Disjunct range likely anthropogenic in cause.,Version 1.0,3,8,5
Dactylonax_palpator,Diprotodontia,Petauridae,Dactylonax,palpator,0) Present Natural range identical to IUCN range,None,NA,NA,54,54,0
Dactylopsila_kambuayai,Diprotodontia,Petauridae,Dactylopsila,kambuayai,8) Unique species-specific modifications in special cases,Range set as the range of the extant Vogelkop ringtail possum Pseudochirulus schlegeli. The actual range is unknown but it seems reasonable to assume that the species was endemic to the Bird Head peninsula and likely the area around the Arfak mountains like Pseudochirulus schlegeli.,Unique species-specific modifications in special cases.,Version 1.0,0,8,8
Dactylopsila_megalura,Diprotodontia,Petauridae,Dactylopsila,megalura,0) Present Natural range identical to IUCN range,None,NA,NA,18,18,0
Dactylopsila_tatei,Diprotodontia,Petauridae,Dactylopsila,tatei,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Dactylopsila_trivirgata,Diprotodontia,Petauridae,Dactylopsila,trivirgata,0) Present Natural range identical to IUCN range,None,NA,NA,156,156,0
Dama_dama,Cetartiodactyla,Cervidae,Dama,dama,2) Range expansions based on other sources for species with known range declines,"Deleted from Rhodes, but we consider the area coded as introduced by IUCN as natural.",Species appear absent from fossils older than human arrival on Rhodes but the species has been found in northern Europe in earlier interstadials as for instance discussed in Archaeological and Anthropological Sciences 6: 31-61 (2014) and we consider its historic absence from northern Europe a consequence of hunting.,Version 1.0,53,574,521
Dama_mesopotamica,Cetartiodactyla,Cervidae,Dama,mesopotamica,2) Range expansions based on other sources for species with known range declines,Historic range estimated based on written information.,Range set as the Middle east and African estimated range for Bos primigenius which correspond to the historic countries based on IUCN.,Version 1.0,9,467,458
Damaliscus_hypsodon,Cetartiodactyla,Bovidae,Damaliscus,hypsodon,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Range only expanded to suitable areas directly connected to the known fossil site.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,711,711
Damaliscus_lunatus,Cetartiodactyla,Bovidae,Damaliscus,lunatus,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas south of Sahara north of Damaliscus pygargus.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,347,1325,978
Damaliscus_niro,Cetartiodactyla,Bovidae,Damaliscus,niro,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,663,663
Damaliscus_pygargus,Cetartiodactyla,Bovidae,Damaliscus,pygargus,0) Present Natural range identical to IUCN range,None,NA,NA,67,67,0
Dasycercus_blythi,Dasyuromorphia,Dasyuridae,Dasycercus,blythi,2) Range expansions based on other sources for species with known range declines,Added historic range.,"Strahan R, Van Dyck S (2008) The Mammals of Australia.",Version 1.0,197,286,89
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,2) Range expansions based on other sources for species with known range declines,Added historic range.,"Strahan R, Van Dyck S (2008) The Mammals of Australia.",Version 1.0,22,183,161
Dasykaluta_rosamondae,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,0) Present Natural range identical to IUCN range,None,NA,NA,62,62,0
Dasymys_foxi,Rodentia,Muridae,Dasymys,foxi,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Dasymys_incomtus,Rodentia,Muridae,Dasymys,incomtus,0) Present Natural range identical to IUCN range,None,NA,NA,824,824,0
Dasymys_montanus,Rodentia,Muridae,Dasymys,montanus,0) Present Natural range identical to IUCN range,None,NA,NA,3,3,0
Dasymys_nudipes,Rodentia,Muridae,Dasymys,nudipes,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,55,76,21
Dasymys_rufulus,Rodentia,Muridae,Dasymys,rufulus,0) Present Natural range identical to IUCN range,None,NA,NA,230,230,0
Dasyprocta_azarae,Rodentia,Dasyproctidae,Dasyprocta,azarae,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,228,232,4
Dasyprocta_coibae,Rodentia,Dasyproctidae,Dasyprocta,coibae,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Dasyprocta_croconota,Rodentia,Dasyproctidae,Dasyprocta,croconota,0) Present Natural range identical to IUCN range,None,NA,NA,57,57,0
Dasyprocta_fuliginosa,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,0) Present Natural range identical to IUCN range,None,NA,NA,337,337,0
Dasyprocta_guamara,Rodentia,Dasyproctidae,Dasyprocta,guamara,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Dasyprocta_iacki,Rodentia,Dasyproctidae,Dasyprocta,iacki,0) Present Natural range identical to IUCN range,None,NA,NA,15,15,0
Dasyprocta_kalinowskii,Rodentia,Dasyproctidae,Dasyprocta,kalinowskii,0) Present Natural range identical to IUCN range,None,NA,NA,19,19,0
Dasyprocta_leporina,Rodentia,Dasyproctidae,Dasyprocta,leporina,0) Present Natural range identical to IUCN range,None,NA,NA,582,582,0
Dasyprocta_mexicana,Rodentia,Dasyproctidae,Dasyprocta,mexicana,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Dasyprocta_prymnolopha,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,0) Present Natural range identical to IUCN range,None,NA,NA,253,253,0
Dasyprocta_punctata,Rodentia,Dasyproctidae,Dasyprocta,punctata,0) Present Natural range identical to IUCN range,None,NA,NA,216,216,0
Dasyprocta_ruatanica,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Dasyprocta_variegata,Rodentia,Dasyproctidae,Dasyprocta,variegata,0) Present Natural range identical to IUCN range,None,NA,NA,67,67,0
Dasypus_bellus,Cingulata,CingulataFam,Dasypus,bellus,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,872,872
Dasypus_hybridus,Cingulata,CingulataFam,Dasypus,hybridus,0) Present Natural range identical to IUCN range,None,NA,NA,188,188,0
Dasypus_kappleri,Cingulata,CingulataFam,Dasypus,kappleri,0) Present Natural range identical to IUCN range,None,NA,NA,728,728,0
Dasypus_novemcinctus,Cingulata,CingulataFam,Dasypus,novemcinctus,"1) Range reductions for species with recent, human-induced range expansions",Delete all records from United states.,First record from US is from Texas in 1854 from the extreme south of the state (Bioscience 24: 457-462). We interpret the recent range expansion as a consequence of anthropogenic modification of habitat and fauna rather than a naturel phenomenon.,Version 1.0,2197,1914,-283
Dasypus_pilosus,Cingulata,CingulataFam,Dasypus,pilosus,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Dasypus_sabanicola,Cingulata,CingulataFam,Dasypus,sabanicola,0) Present Natural range identical to IUCN range,None,NA,NA,68,68,0
Dasypus_septemcinctus,Cingulata,CingulataFam,Dasypus,septemcinctus,0) Present Natural range identical to IUCN range,None,NA,NA,698,698,0
Dasypus_yepesi,Cingulata,CingulataFam,Dasypus,yepesi,0) Present Natural range identical to IUCN range,None,NA,NA,7,7,0
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,"Connected Added historic range based on Strahan R, Van Dyck S (2008) The Mammals of Australia. Disjunct part connected via suitable habitat",Disjunct range likely anthropogenic in cause.,Version 1.0,20,45,25
Dasyurus_albopunctatus,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,0) Present Natural range identical to IUCN range,None,NA,NA,107,107,0
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,2) Range expansions based on other sources for species with known range declines,Added historic range.,"Strahan R, Van Dyck S (2008) The Mammals of Australia.",Version 1.0,30,691,661
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,"Connected Added historic range based on Strahan R, Van Dyck S (2008) The Mammals of Australia. Disjunct part connected via suitable habitat",Disjunct range likely anthropogenic in cause.,Version 1.0,98,267,169
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,2) Range expansions based on other sources for species with known range declines,Added historic range.,"Strahan R, Van Dyck S (2008) The Mammals of Australia.",Version 1.0,103,135,32
Dasyurus_spartacus,Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,0) Present Natural range identical to IUCN range,None,NA,NA,11,11,0
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,0) Present Natural range identical to IUCN range,None,NA,NA,17,17,0
Daubentonia_madagascariensis,Primates,Daubentoniidae,Daubentonia,madagascariensis,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,45,82,37
Daubentonia_robustus,Primates,Daubentoniidae,Daubentonia,robustus,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,55,55
Delanymys_brooksi,Rodentia,Nesomyidae,Delanymys,brooksi,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Delomys_collinus,Rodentia,Cricetidae,Delomys,collinus,0) Present Natural range identical to IUCN range,None,NA,NA,18,18,0
Delomys_dorsalis,Rodentia,Cricetidae,Delomys,dorsalis,0) Present Natural range identical to IUCN range,None,NA,NA,54,54,0
Delomys_sublineatus,Rodentia,Cricetidae,Delomys,sublineatus,0) Present Natural range identical to IUCN range,None,NA,NA,34,34,0
Delphinapterus_leucas,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,0) Present Natural range identical to IUCN range,None,NA,NA,1756,1756,0
Delphinus_capensis,Cetartiodactyla,Delphinidae,Delphinus,capensis,0) Present Natural range identical to IUCN range,None,NA,NA,2163,2163,0
Delphinus_delphis,Cetartiodactyla,Delphinidae,Delphinus,delphis,0) Present Natural range identical to IUCN range,None,NA,NA,10350,10350,0
Deltamys_kempi,Rodentia,Cricetidae,Deltamys,kempi,0) Present Natural range identical to IUCN range,None,NA,NA,39,39,0
Dendrogale_melanura,Scandentia,Tupaiidae,Dendrogale,melanura,0) Present Natural range identical to IUCN range,None,NA,NA,17,17,0
Dendrogale_murina,Scandentia,Tupaiidae,Dendrogale,murina,0) Present Natural range identical to IUCN range,None,NA,NA,47,47,0
Dendrohyrax_arboreus,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,0) Present Natural range identical to IUCN range,None,NA,NA,340,340,0
Dendrohyrax_dorsalis,Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,0) Present Natural range identical to IUCN range,None,NA,NA,406,406,0
Dendrohyrax_validus,Hyracoidea,Procaviidae,Dendrohyrax,validus,0) Present Natural range identical to IUCN range,None,NA,NA,22,22,0
Dendrolagus_bennettianus,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Dendrolagus_dorianus,Diprotodontia,Macropodidae,Dendrolagus,dorianus,0) Present Natural range identical to IUCN range,None,NA,NA,13,13,0
Dendrolagus_goodfellowi,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to areas of the Southwestern Papuan rainforest and areas of northern New Guinea east of Dendrolagus inustus suitable for genus and not inhabited by other species in the genus.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,33,44,11
Dendrolagus_inustus,Diprotodontia,Macropodidae,Dendrolagus,inustus,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Disjunct range genus connected based on niche for genus. Areas west of Dendrolagus goodfellowi suitable for genus and not inhabited by other species included.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,44,56,12
